Deal Unique Id,"From Currency ISO Code ""Ordering Currency""",To Currency ISO Code,Deal Timestamp,Deal Amount in Ordering Currency
15702,LSL,BDT,17/02/2015 01:18:15,200
15703,ZAR,BBD,17/02/2015 01:18:15,200
15704,LRD,BAM,17/02/2015 01:18:15,200
15705,LYD,AZN,17/02/2015 01:18:15,200
15706,CHF,AWG,17/02/2015 01:18:15,200
15707,EUR,AUD,17/02/2015 01:18:15,200
15708,EUR,ARS,17/02/2015 01:18:15,200
15709,MOP,AOA,17/02/2015 01:18:15,200
15710,MKD,ANG,17/02/2015 01:18:15,200
15711,MGA,AMD,17/02/2015 01:18:15,200
15712,MWK,ALL,17/02/2015 01:18:15,200
15713,MYR,AFN,17/02/2015 01:18:15,200
15714,MVR,AED,17/02/2015 01:18:15,200
15715,XOF,ZWD,17/02/2015 01:18:15,100
15716,EUR,ZMW,17/02/2015 01:18:15,100
15717,USD,ZAR,17/02/2015 01:18:15,100
15718,EUR,YER,17/02/2015 01:18:15,100
15719,MRO,XPF,17/02/2015 01:18:15,100
15720,MUR,XOF,17/02/2015 01:18:15,100
15721,EUR,XDR,17/02/2015 01:18:15,100
15722,XUA,XCD,17/02/2015 01:18:15,100
15723,MXN,XAF,17/02/2015 01:18:15,100
15724,MXV,WST,17/02/2015 01:18:15,100
15725,USD,VUV,17/02/2015 01:18:15,100
15726,MDL,VND,17/02/2015 01:18:15,100
15727,EUR,VEF,17/02/2015 01:18:15,100
15728,MNT,UZS,17/02/2015 01:18:15,100
15729,EUR,UYU,17/02/2015 01:18:15,100
15730,XCD,USD,17/02/2015 01:18:15,100
15731,MAD,UGX,17/02/2015 01:18:15,100
15732,MZN,UAH,17/02/2015 01:18:15,100
15733,MMK,TZS,17/02/2015 01:18:15,100
15734,NAD,TWD,17/02/2015 01:18:15,100
15735,ZAR,TVD,17/02/2015 01:18:15,100
15736,AUD,TTD,17/02/2015 01:18:15,100
15737,NPR,TRY,17/02/2015 01:18:15,100
15738,EUR,TOP,17/02/2015 01:18:15,100
15739,XPF,TND,17/02/2015 01:18:15,100
15740,NZD,TMT,17/02/2015 01:18:15,100
15741,NIO,TJS,17/02/2015 01:18:15,100
15742,XOF,THB,17/02/2015 01:18:15,100
15743,NGN,SZL,17/02/2015 01:18:15,100
15744,NZD,SYP,17/02/2015 01:18:15,100
15745,AUD,SVC,17/02/2015 01:18:15,100
15746,USD,STD,17/02/2015 01:18:15,100
15747,NOK,SRD,17/02/2015 01:18:15,100
15748,OMR,SPL*,17/02/2015 01:18:15,100
15749,PKR,SOS,17/02/2015 01:18:15,100
15750,USD,SLL,17/02/2015 01:18:15,100
15751,,SHP,17/02/2015 01:18:15,100
15752,PAB,SGD,17/02/2015 01:18:15,200
15753,USD,SEK,17/02/2015 01:18:15,200
15754,PGK,SDG,17/02/2015 01:18:15,200
15755,PYG,SCR,17/02/2015 01:18:15,200
15756,PEN,SBD,17/02/2015 01:18:15,200
15757,PHP,SAR,17/02/2015 01:18:15,200
15758,NZD,RWF,17/02/2015 01:18:15,200
15759,PLN,RUB,17/02/2015 01:18:15,200
15760,EUR,RSD,17/02/2015 01:18:15,200
15761,USD,RON,17/02/2015 01:18:15,200
15762,QAR,QAR,17/02/2015 01:18:15,200
15763,EUR,PYG,17/02/2015 01:18:15,200
15764,RON,PLN,17/02/2015 01:18:15,200
15765,RUB,PKR,17/02/2015 01:18:15,200
15766,RWF,PHP,17/02/2015 01:18:15,200
15767,EUR,PGK,17/02/2015 01:18:15,200
15768,SHP,PEN,17/02/2015 01:18:15,200
15769,XCD,PAB,17/02/2015 01:18:15,200
15770,XCD,OMR,17/02/2015 01:18:15,200
15771,EUR,NZD,17/02/2015 01:18:15,200
15772,EUR,NPR,17/02/2015 01:18:15,200
15773,XCD,NOK,17/02/2015 01:18:15,200
15774,WST,NIO,17/02/2015 01:18:15,200
15775,EUR,NGN,17/02/2015 01:18:15,200
15776,STD,NAD,17/02/2015 01:18:15,200
15777,SAR,MZN,17/02/2015 01:18:15,200
15778,XOF,MYR,17/02/2015 01:18:15,200
15779,RSD,MXN,17/02/2015 01:18:15,200
15780,SCR,MWK,17/02/2015 01:18:15,200
15781,SLL,MVR,17/02/2015 01:18:15,200
15782,SGD,MUR,17/02/2015 01:18:15,200
15783,ANG,MRO,17/02/2015 01:18:15,200
15784,XSU,MOP,17/02/2015 01:18:15,200
15785,EUR,MNT,17/02/2015 01:18:15,200
15786,EUR,MMK,17/02/2015 01:18:15,200
15787,SBD,MKD,17/02/2015 01:18:15,200
15788,SOS,MGA,17/02/2015 01:18:15,200
15789,ZAR,MDL,17/02/2015 01:18:15,200
15790,,MAD,17/02/2015 01:18:15,200
15791,SSP,LYD,17/02/2015 01:18:15,200
15792,EUR,LSL,17/02/2015 01:18:15,200
15793,LKR,LRD,17/02/2015 01:18:15,200
15794,SDG,LKR,17/02/2015 01:18:15,200
15795,SRD,LBP,17/02/2015 01:18:15,200
15796,NOK,LAK,17/02/2015 01:18:15,200
15797,SZL,KZT,17/02/2015 01:18:15,200
15798,SEK,KYD,17/02/2015 01:18:15,200
15799,CHF,KWD,17/02/2015 01:18:15,200
15800,CHE,KRW,17/02/2015 01:18:15,200
15801,CHW,KPW,17/02/2015 01:18:15,200
15802,SYP,KMF,17/02/2015 01:18:15,200
15803,TWD,KHR,17/02/2015 01:18:15,200
15804,TJS,KGS,17/02/2015 01:18:15,200
15805,TZS,KES,17/02/2015 01:18:15,200
15806,THB,JPY,17/02/2015 01:18:15,200
15807,USD,JOD,17/02/2015 01:18:15,200
15808,XOF,JMD,17/02/2015 01:18:15,200
15809,NZD,JEP,17/02/2015 01:18:15,200
15810,TOP,ISK,17/02/2015 01:18:15,200
15811,TTD,IRR,17/02/2015 01:18:15,200
15812,TND,IQD,17/02/2015 01:18:15,200
15813,TRY,INR,17/02/2015 01:18:15,200
15814,TMT,IMP,17/02/2015 01:18:15,200
15815,USD,ILS,17/02/2015 01:18:15,200
15816,AUD,IDR,17/02/2015 01:18:15,200
15817,UGX,HUF,17/02/2015 01:18:15,200
15818,UAH,HTG,17/02/2015 01:18:15,200
15819,AED,HRK,17/02/2015 01:18:15,200
15820,GBP,HNL,17/02/2015 01:18:15,200
15821,USD,HKD,17/02/2015 01:18:15,200
15822,USD,GYD,17/02/2015 01:18:15,200
15823,USN,GTQ,17/02/2015 01:18:15,200
15824,UYU,GNF,17/02/2015 01:18:15,200
15825,UYI,GMD,17/02/2015 01:18:15,200
15826,UZS,GIP,17/02/2015 01:18:15,200
15827,VUV,GHS,17/02/2015 01:18:15,200
15828,VEF,GGP,17/02/2015 01:18:15,200
15829,VND,GEL,17/02/2015 01:18:15,200
15830,USD,GBP,17/02/2015 01:18:15,200
15831,USD,FKP,17/02/2015 01:18:15,200
15832,XPF,FJD,17/02/2015 01:18:15,200
15833,MAD,EUR,17/02/2015 01:18:15,200
15834,YER,ETB,17/02/2015 01:18:15,200
15835,ZMW,ERN,17/02/2015 01:18:15,200
15836,ZWL,EGP,17/02/2015 01:18:15,200
15837,XBA,DZD,17/02/2015 01:18:15,200
15838,XBB,DOP,17/02/2015 01:18:15,200
15839,XBC,DKK,17/02/2015 01:18:15,200
15840,XBD,DJF,17/02/2015 01:18:15,200
15841,XTS,CZK,17/02/2015 01:18:15,200
15842,XXX,CVE,17/02/2015 01:18:15,200
15843,XAU,CUP,17/02/2015 01:18:15,200
15844,XPD,CUC,17/02/2015 01:18:15,200
15845,XPT,CRC,17/02/2015 01:18:15,200
15846,XAG,COP,17/02/2015 01:18:15,200
15847,AFN,CNY,17/02/2015 01:18:15,200
15848,EUR,CLP,17/02/2015 01:18:15,200
15849,ALL,CHF,17/02/2015 01:18:15,200
15850,DZD,CDF,17/02/2015 01:18:15,200
15851,USD,CAD,17/02/2015 01:18:15,200
15852,EUR,BZD,17/02/2015 01:18:15,200
15853,AOA,BYN,17/02/2015 01:18:15,200
15854,XCD,BWP,17/02/2015 01:18:15,200
15855,,BTN,17/02/2015 01:18:15,200
15856,XCD,BSD,17/02/2015 01:18:15,200
15857,ARS,BRL,17/02/2015 01:18:15,200
15858,AMD,BOB,17/02/2015 01:18:15,200
15859,AWG,BND,17/02/2015 01:18:15,200
15860,AUD,BMD,17/02/2015 01:18:15,200
15861,EUR,BIF,17/02/2015 01:18:15,200
15862,AZN,BHD,17/02/2015 01:18:15,200
15863,BSD,BGN,17/02/2015 01:18:15,200
15864,BHD,BDT,17/02/2015 01:18:15,200
15865,BDT,BBD,17/02/2015 01:18:15,200
15866,BBD,BAM,17/02/2015 01:18:15,200
15867,BYN,AZN,17/02/2015 01:18:15,200
15868,EUR,AWG,17/02/2015 01:18:15,200
15869,BZD,AUD,17/02/2015 01:18:15,200
15870,XOF,ARS,17/02/2015 01:18:15,200
15871,BMD,AOA,17/02/2015 01:18:15,200
15872,INR,ANG,17/02/2015 01:18:15,200
15873,BTN,AMD,17/02/2015 01:18:15,200
15874,BOB,ALL,17/02/2015 01:18:15,200
15875,BOV,AFN,17/02/2015 01:18:15,200
15876,USD,AED,17/02/2015 01:18:15,200
15877,BAM,ZWD,17/02/2015 01:18:15,100
15878,BWP,ZMW,17/02/2015 01:18:15,100
15879,NOK,ZAR,17/02/2015 01:18:15,100
15880,BRL,YER,17/02/2015 01:18:15,100
15881,USD,XPF,17/02/2015 01:18:15,100
15882,BND,XOF,17/02/2015 01:18:15,100
15883,BGN,XDR,17/02/2015 01:18:15,100
15884,XOF,XCD,17/02/2015 01:18:15,100
15885,BIF,XAF,17/02/2015 01:18:15,100
15886,CVE,WST,17/02/2015 01:18:15,100
15887,KHR,VUV,17/02/2015 01:18:15,100
15888,XAF,VND,17/02/2015 01:18:15,100
15889,CAD,VEF,17/02/2015 01:18:15,100
15890,KYD,UZS,17/02/2015 01:18:15,100
15891,XAF,UYU,17/02/2015 01:18:15,100
15892,XAF,USD,17/02/2015 01:18:15,100
15893,CLP,UGX,17/02/2015 01:18:15,100
15894,CLF,UAH,17/02/2015 01:18:15,100
15895,CNY,TZS,17/02/2015 01:18:15,100
15896,AUD,TWD,17/02/2015 01:18:15,100
15897,AUD,TVD,17/02/2015 01:18:15,100
15898,COP,TTD,17/02/2015 01:18:15,100
15899,COU,TRY,17/02/2015 01:18:15,100
15900,KMF,TOP,17/02/2015 01:18:15,100
15901,CDF,TND,17/02/2015 01:18:15,100
15902,XAF,TMT,17/02/2015 01:18:15,100
15903,NZD,TJS,17/02/2015 01:18:15,100
15904,CRC,THB,17/02/2015 01:18:15,100
15905,XOF,SZL,17/02/2015 01:18:15,100
15906,HRK,SYP,17/02/2015 01:18:15,100
15907,CUP,SVC,17/02/2015 01:18:15,100
15908,CUC,STD,17/02/2015 01:18:15,100
15909,ANG,SRD,17/02/2015 01:18:15,100
15910,EUR,SPL*,17/02/2015 01:18:15,100
15911,CZK,SOS,17/02/2015 01:18:15,100
15912,DKK,SLL,17/02/2015 01:18:15,100
15913,DJF,SHP,17/02/2015 01:18:15,100
15914,XCD,SGD,17/02/2015 01:18:15,200
15915,DOP,SEK,17/02/2015 01:18:15,200
15916,USD,SDG,17/02/2015 01:18:15,200
15917,EGP,SCR,17/02/2015 01:18:15,200
15918,SVC,SBD,17/02/2015 01:18:15,200
15919,USD,SAR,17/02/2015 01:18:15,200
15920,XAF,RWF,17/02/2015 01:18:15,200
15921,ERN,RUB,17/02/2015 01:18:15,200
15922,EUR,RSD,17/02/2015 01:18:15,200
15923,ETB,RON,17/02/2015 01:18:15,200
15924,EUR,QAR,17/02/2015 01:18:15,200
15925,FKP,PYG,17/02/2015 01:18:15,200
15926,DKK,PLN,17/02/2015 01:18:15,200
15927,FJD,PKR,17/02/2015 01:18:15,200
15928,EUR,PHP,17/02/2015 01:18:15,200
15929,EUR,PGK,17/02/2015 01:18:15,200
15930,EUR,PEN,17/02/2015 01:18:15,200
15931,XPF,PAB,17/02/2015 01:18:15,200
15932,EUR,OMR,17/02/2015 01:18:15,200
15933,XAF,NZD,17/02/2015 01:18:15,200
15934,GMD,NPR,17/02/2015 01:18:15,200
15935,GEL,NOK,17/02/2015 01:18:15,200
15936,EUR,NIO,17/02/2015 01:18:15,200
15937,GHS,NGN,17/02/2015 01:18:15,200
15938,GIP,NAD,17/02/2015 01:18:15,200
15939,EUR,MZN,17/02/2015 01:18:15,200
15940,DKK,MYR,17/02/2015 01:18:15,200
15941,XCD,MXN,17/02/2015 01:18:15,200
15942,EUR,MWK,17/02/2015 01:18:15,200
15943,USD,MVR,17/02/2015 01:18:15,200
15944,GTQ,MUR,17/02/2015 01:18:15,200
15945,GBP,MRO,17/02/2015 01:18:15,200
15946,GNF,MOP,17/02/2015 01:18:15,200
15947,XOF,MNT,17/02/2015 01:18:15,200
15948,GYD,MMK,17/02/2015 01:18:15,200
15949,HTG,MKD,17/02/2015 01:18:15,200
15950,USD,MGA,17/02/2015 01:18:15,200
15951,AUD,MDL,17/02/2015 01:18:15,200
15952,EUR,MAD,17/02/2015 01:18:15,200
15953,HNL,LYD,17/02/2015 01:18:15,200
15954,HKD,LSL,17/02/2015 01:18:15,200
15955,HUF,LRD,17/02/2015 01:18:15,200
15956,ISK,LKR,17/02/2015 01:18:15,200
15957,INR,LBP,17/02/2015 01:18:15,200
15958,IDR,LAK,17/02/2015 01:18:15,200
15959,XDR,KZT,17/02/2015 01:18:15,200
15960,IRR,KYD,17/02/2015 01:18:15,200
15961,IQD,KWD,17/02/2015 01:18:15,200
15962,EUR,KRW,17/02/2015 01:18:15,200
15963,GBP,KPW,17/02/2015 01:18:15,200
15964,ILS,KMF,17/02/2015 01:18:15,200
15965,EUR,KHR,17/02/2015 01:18:15,200
15966,JMD,KGS,17/02/2015 01:18:15,200
15967,JPY,KES,17/02/2015 01:18:15,200
15968,GBP,JPY,17/02/2015 01:18:15,200
15969,JOD,JOD,17/02/2015 01:18:15,200
15970,KZT,JMD,17/02/2015 01:18:15,200
15971,KES,JEP,17/02/2015 01:18:15,200
15972,AUD,ISK,17/02/2015 01:18:15,200
15973,KPW,IRR,17/02/2015 01:18:15,200
15974,KRW,IQD,17/02/2015 01:18:15,200
15975,KWD,INR,17/02/2015 01:18:15,200
15976,KGS,IMP,17/02/2015 01:18:15,200
15977,LAK,ILS,17/02/2015 01:18:15,200
15978,EUR,IDR,17/02/2015 01:18:15,200
15979,LBP,HUF,17/02/2015 01:18:15,200
15980,LSL,HTG,17/02/2015 01:18:15,200
15981,ZAR,HRK,17/02/2015 01:18:15,200
15982,LRD,HNL,17/02/2015 01:18:15,200
15983,LYD,HKD,17/02/2015 01:18:15,200
15984,CHF,GYD,17/02/2015 01:18:15,200
15985,EUR,GTQ,17/02/2015 01:18:15,200
15986,EUR,GNF,17/02/2015 01:18:15,200
15987,MOP,GMD,17/02/2015 01:18:15,200
15988,MKD,GIP,17/02/2015 01:18:15,200
15989,MGA,GHS,17/02/2015 01:18:15,200
15990,MWK,GGP,17/02/2015 01:18:15,200
15991,MYR,GEL,17/02/2015 01:18:15,200
15992,MVR,GBP,17/02/2015 01:18:15,200
15993,XOF,FKP,17/02/2015 01:18:15,200
15994,EUR,FJD,17/02/2015 01:18:15,200
15995,USD,EUR,17/02/2015 01:18:15,200
15996,EUR,ETB,17/02/2015 01:18:15,200
15997,MRO,ERN,17/02/2015 01:18:15,200
15998,MUR,EGP,17/02/2015 01:18:15,200
15999,EUR,DZD,17/02/2015 01:18:15,200
16000,XUA,DOP,17/02/2015 01:18:15,200
16001,MXN,DKK,17/02/2015 01:18:15,200
16002,MXV,DJF,17/02/2015 01:18:15,200
16003,USD,CZK,17/02/2015 01:18:15,200
16004,MDL,CVE,17/02/2015 01:18:15,200
16005,EUR,CUP,17/02/2015 01:18:15,200
16006,MNT,CUC,17/02/2015 01:18:15,200
16007,EUR,CRC,17/02/2015 01:18:15,200
16008,XCD,COP,17/02/2015 01:18:15,200
16009,MAD,CNY,17/02/2015 01:18:15,200
16010,MZN,CLP,17/02/2015 01:18:15,200
16011,MMK,CHF,17/02/2015 01:18:15,200
16012,NAD,CDF,17/02/2015 01:18:15,200
16013,ZAR,CAD,17/02/2015 01:18:15,200
16014,AUD,BZD,17/02/2015 01:18:15,200
16015,NPR,BYN,17/02/2015 01:18:15,200
16016,EUR,BWP,17/02/2015 01:18:15,200
16017,XPF,BTN,17/02/2015 01:18:15,200
16018,NZD,BSD,17/02/2015 01:18:15,200
16019,NIO,BRL,17/02/2015 01:18:15,200
16020,XOF,BOB,17/02/2015 01:18:15,200
16021,NGN,BND,17/02/2015 01:18:15,200
16022,NZD,BMD,17/02/2015 01:18:15,200
16023,AUD,BIF,17/02/2015 01:18:15,200
16024,USD,BHD,17/02/2015 01:18:15,200
16025,NOK,BGN,17/02/2015 01:18:15,200
16026,OMR,BDT,17/02/2015 01:18:15,200
16027,PKR,BBD,17/02/2015 01:18:15,200
16028,USD,BAM,17/02/2015 01:18:15,200
16029,,AZN,17/02/2015 01:18:15,200
16030,PAB,AWG,17/02/2015 01:18:15,200
16031,USD,AUD,17/02/2015 01:18:15,200
16032,PGK,ARS,17/02/2015 01:18:15,200
16033,PYG,AOA,17/02/2015 01:18:15,200
16034,PEN,ANG,17/02/2015 01:18:15,200
16035,PHP,AMD,17/02/2015 01:18:15,200
16036,NZD,ALL,17/02/2015 01:18:15,200
16037,PLN,AFN,17/02/2015 01:18:15,200
16038,EUR,AED,17/02/2015 01:18:15,200
16039,USD,ZWD,17/02/2015 01:18:15,100
16040,QAR,ZMW,17/02/2015 01:18:15,100
16041,EUR,ZAR,17/02/2015 01:18:15,100
16042,RON,YER,17/02/2015 01:18:15,100
16043,RUB,XPF,17/02/2015 01:18:15,100
16044,RWF,XOF,17/02/2015 01:18:15,100
16045,EUR,XDR,17/02/2015 01:18:15,100
16046,SHP,XCD,17/02/2015 01:18:15,100
16047,XCD,XAF,17/02/2015 01:18:15,100
16048,XCD,WST,17/02/2015 01:18:15,100
16049,EUR,VUV,17/02/2015 01:18:15,100
16050,EUR,VND,17/02/2015 01:18:15,100
16051,XCD,VEF,17/02/2015 01:18:15,100
16052,WST,UZS,17/02/2015 01:18:15,100
16053,EUR,UYU,17/02/2015 01:18:15,100
16054,STD,USD,17/02/2015 01:18:15,100
16055,SAR,UGX,17/02/2015 01:18:15,100
16056,XOF,UAH,17/02/2015 01:18:15,100
16057,RSD,TZS,17/02/2015 01:18:15,100
16058,SCR,TWD,17/02/2015 01:18:15,100
16059,SLL,TVD,17/02/2015 01:18:15,100
16060,SGD,TTD,17/02/2015 01:18:15,100
16061,ANG,TRY,17/02/2015 01:18:15,100
16062,XSU,TOP,17/02/2015 01:18:15,100
16063,EUR,TND,17/02/2015 01:18:15,100
16064,EUR,TMT,17/02/2015 01:18:15,100
16065,SBD,TJS,17/02/2015 01:18:15,100
16066,SOS,THB,17/02/2015 01:18:15,100
16067,ZAR,SZL,17/02/2015 01:18:15,100
16068,,SYP,17/02/2015 01:18:15,100
16069,SSP,SVC,17/02/2015 01:18:15,100
16070,EUR,STD,17/02/2015 01:18:15,100
16071,LKR,SRD,17/02/2015 01:18:15,100
16072,SDG,SPL*,17/02/2015 01:18:15,100
16073,SRD,SOS,17/02/2015 01:18:15,100
16074,NOK,SLL,17/02/2015 01:18:15,100
16075,SZL,SHP,17/02/2015 01:18:15,100
16076,SEK,SGD,17/02/2015 01:18:15,200
16077,CHF,SEK,17/02/2015 01:18:15,200
16078,CHE,SDG,17/02/2015 01:18:15,200
16079,CHW,SCR,17/02/2015 01:18:15,200
16080,SYP,SBD,17/02/2015 01:18:15,200
16081,TWD,SAR,17/02/2015 01:18:15,200
16082,TJS,RWF,17/02/2015 01:18:15,200
16083,TZS,RUB,17/02/2015 01:18:15,200
16084,THB,RSD,17/02/2015 01:18:15,200
16085,USD,RON,17/02/2015 01:18:15,200
16086,XOF,QAR,17/02/2015 01:18:15,200
16087,NZD,PYG,17/02/2015 01:18:15,200
16088,TOP,PLN,17/02/2015 01:18:15,200
16089,TTD,PKR,17/02/2015 01:18:15,200
16090,TND,PHP,17/02/2015 01:18:15,200
16091,TRY,PGK,17/02/2015 01:18:15,200
16092,TMT,PEN,17/02/2015 01:18:15,200
16093,USD,PAB,17/02/2015 01:18:15,200
16094,AUD,OMR,17/02/2015 01:18:15,200
16095,UGX,NZD,17/02/2015 01:18:15,200
16096,UAH,NPR,17/02/2015 01:18:15,200
16097,AED,NOK,17/02/2015 01:18:15,200
16098,GBP,NIO,17/02/2015 01:18:15,200
16099,USD,NGN,17/02/2015 01:18:15,200
16100,USD,NAD,17/02/2015 01:18:15,200
16101,USN,MZN,17/02/2015 01:18:15,200
16102,UYU,MYR,17/02/2015 01:18:15,200
16103,UYI,MXN,17/02/2015 01:18:15,200
16104,UZS,MWK,17/02/2015 01:18:15,200
16105,VUV,MVR,17/02/2015 01:18:15,200
16106,VEF,MUR,17/02/2015 01:18:15,200
16107,VND,MRO,17/02/2015 01:18:15,200
16108,USD,MOP,17/02/2015 01:18:15,200
16109,USD,MNT,17/02/2015 01:18:15,200
16110,XPF,MMK,17/02/2015 01:18:15,200
16111,MAD,MKD,17/02/2015 01:18:15,200
16112,YER,MGA,17/02/2015 01:18:15,200
16113,ZMW,MDL,17/02/2015 01:18:15,200
16114,ZWL,MAD,17/02/2015 01:18:15,200
16115,XBA,LYD,17/02/2015 01:18:15,200
16116,XBB,LSL,17/02/2015 01:18:15,200
16117,XBC,LRD,17/02/2015 01:18:15,200
16118,XBD,LKR,17/02/2015 01:18:15,200
16119,XTS,LBP,17/02/2015 01:18:15,200
16120,XXX,LAK,17/02/2015 01:18:15,200
16121,XAU,KZT,17/02/2015 01:18:15,200
16122,XPD,KYD,17/02/2015 01:18:15,200
16123,XPT,KWD,17/02/2015 01:18:15,200
16124,XAG,KRW,17/02/2015 01:18:15,200
16125,AFN,KPW,17/02/2015 01:18:15,200
16126,EUR,KMF,17/02/2015 01:18:15,200
16127,ALL,KHR,17/02/2015 01:18:15,200
16128,DZD,KGS,17/02/2015 01:18:15,200
16129,USD,KES,17/02/2015 01:18:15,200
16130,EUR,JPY,17/02/2015 01:18:15,200
16131,AOA,JOD,17/02/2015 01:18:15,200
16132,XCD,JMD,17/02/2015 01:18:15,200
16133,,JEP,17/02/2015 01:18:15,200
16134,XCD,ISK,17/02/2015 01:18:15,200
16135,ARS,IRR,17/02/2015 01:18:15,200
16136,AMD,IQD,17/02/2015 01:18:15,200
16137,AWG,INR,17/02/2015 01:18:15,200
16138,AUD,IMP,17/02/2015 01:18:15,200
16139,EUR,ILS,17/02/2015 01:18:15,200
16140,AZN,IDR,17/02/2015 01:18:15,200
16141,BSD,HUF,17/02/2015 01:18:15,200
16142,BHD,HTG,17/02/2015 01:18:15,200
16143,BDT,HRK,17/02/2015 01:18:15,200
16144,BBD,HNL,17/02/2015 01:18:15,200
16145,BYN,HKD,17/02/2015 01:18:15,200
16146,EUR,GYD,17/02/2015 01:18:15,200
16147,BZD,GTQ,17/02/2015 01:18:15,200
16148,XOF,GNF,17/02/2015 01:18:15,200
16149,BMD,GMD,17/02/2015 01:18:15,200
16150,INR,GIP,17/02/2015 01:18:15,200
16151,BTN,GHS,17/02/2015 01:18:15,200
16152,BOB,GGP,17/02/2015 01:18:15,200
16153,BOV,GEL,17/02/2015 01:18:15,200
16154,USD,GBP,17/02/2015 01:18:15,200
16155,BAM,FKP,17/02/2015 01:18:15,200
16156,BWP,FJD,17/02/2015 01:18:15,200
16157,NOK,EUR,17/02/2015 01:18:15,200
16158,BRL,ETB,17/02/2015 01:18:15,200
16159,USD,ERN,17/02/2015 01:18:15,200
16160,BND,EGP,17/02/2015 01:18:15,200
16161,BGN,DZD,17/02/2015 01:18:15,200
16162,XOF,DOP,17/02/2015 01:18:15,200
16163,BIF,DKK,17/02/2015 01:18:15,200
16164,CVE,DJF,17/02/2015 01:18:15,200
16165,KHR,CZK,17/02/2015 01:18:15,200
16166,XAF,CVE,17/02/2015 01:18:15,200
16167,CAD,CUP,17/02/2015 01:18:15,200
16168,KYD,CUC,17/02/2015 01:18:15,200
16169,XAF,CRC,17/02/2015 01:18:15,200
16170,XAF,COP,17/02/2015 01:18:15,200
16171,CLP,CNY,17/02/2015 01:18:15,200
16172,CLF,CLP,17/02/2015 01:18:15,200
16173,CNY,CHF,17/02/2015 01:18:15,200
16174,AUD,CDF,17/02/2015 01:18:15,200
16175,AUD,CAD,17/02/2015 01:18:15,200
16176,COP,BZD,17/02/2015 01:18:15,200
16177,COU,BYN,17/02/2015 01:18:15,200
16178,KMF,BWP,17/02/2015 01:18:15,200
16179,CDF,BTN,17/02/2015 01:18:15,200
16180,XAF,BSD,17/02/2015 01:18:15,200
16181,NZD,BRL,17/02/2015 01:18:15,200
16182,CRC,BOB,17/02/2015 01:18:15,200
16183,XOF,BND,17/02/2015 01:18:15,200
16184,HRK,BMD,17/02/2015 01:18:15,200
16185,CUP,BIF,17/02/2015 01:18:15,200
16186,CUC,BHD,17/02/2015 01:18:15,200
16187,ANG,BGN,17/02/2015 01:18:15,200
16188,EUR,BDT,17/02/2015 01:18:15,200
16189,CZK,BBD,17/02/2015 01:18:15,200
16190,DKK,BAM,17/02/2015 01:18:15,200
16191,DJF,AZN,17/02/2015 01:18:15,200
16192,XCD,AWG,17/02/2015 01:18:15,200
16193,DOP,AUD,17/02/2015 01:18:15,200
16194,USD,ARS,17/02/2015 01:18:15,200
16195,EGP,AOA,17/02/2015 01:18:15,200
16196,SVC,ANG,17/02/2015 01:18:15,200
16197,USD,AMD,17/02/2015 01:18:15,200
16198,XAF,ALL,17/02/2015 01:18:15,200
16199,ERN,AFN,17/02/2015 01:18:15,200
16200,EUR,AED,17/02/2015 01:18:15,200
16201,ETB,ZWD,17/02/2015 01:18:15,100
16202,EUR,ZMW,17/02/2015 01:18:15,100
16203,FKP,ZAR,17/02/2015 01:18:15,100
16204,DKK,YER,17/02/2015 01:18:15,100
16205,FJD,XPF,17/02/2015 01:18:15,100
16206,EUR,XOF,17/02/2015 01:18:15,100
16207,EUR,XDR,17/02/2015 01:18:15,100
16208,EUR,XCD,17/02/2015 01:18:15,100
16209,XPF,XAF,17/02/2015 01:18:15,100
16210,EUR,WST,17/02/2015 01:18:15,100
16211,XAF,VUV,17/02/2015 01:18:15,100
16212,GMD,VND,17/02/2015 01:18:15,100
16213,GEL,VEF,17/02/2015 01:18:15,100
16214,EUR,UZS,17/02/2015 01:18:15,100
16215,GHS,UYU,17/02/2015 01:18:15,100
16216,GIP,USD,17/02/2015 01:18:15,100
16217,EUR,UGX,17/02/2015 01:18:15,100
16218,DKK,UAH,17/02/2015 01:18:15,100
16219,XCD,TZS,17/02/2015 01:18:15,100
16220,EUR,TWD,17/02/2015 01:18:15,100
16221,USD,TVD,17/02/2015 01:18:15,100
16222,GTQ,TTD,17/02/2015 01:18:15,100
16223,GBP,TRY,17/02/2015 01:18:15,100
16224,GNF,TOP,17/02/2015 01:18:15,100
16225,XOF,TND,17/02/2015 01:18:15,100
16226,GYD,TMT,17/02/2015 01:18:15,100
16227,HTG,TJS,17/02/2015 01:18:15,100
16228,USD,THB,17/02/2015 01:18:15,100
16229,AUD,SZL,17/02/2015 01:18:15,100
16230,EUR,SYP,17/02/2015 01:18:15,100
16231,HNL,SVC,17/02/2015 01:18:15,100
16232,HKD,STD,17/02/2015 01:18:15,100
16233,HUF,SRD,17/02/2015 01:18:15,100
16234,ISK,SPL*,17/02/2015 01:18:15,100
16235,INR,SOS,17/02/2015 01:18:15,100
16236,IDR,SLL,17/02/2015 01:18:15,100
16237,XDR,SHP,17/02/2015 01:18:15,100
16238,IRR,SGD,17/02/2015 01:18:15,200
16239,IQD,SEK,17/02/2015 01:18:15,200
16240,EUR,SDG,17/02/2015 01:18:15,200
